64
14.90117059	16.29499155
25.02110194	37.08011831
44.67380204	22.52316372
21.557627	35.6640236
27.21589245	41.99755316
7.73231827	21.94326428
38.53946447	8.383185447
5.493013086	48.59734301
20.25180954	30.2035624
9.030177439	3.711837277
4.566328857	32.26175041
37.08093273	48.05144869
2.195237905	43.64588796
43.7306666	40.48780928
14.3676915	3.930651094
35.90754832	25.18583763
19.67115241	28.97360333
10.57210466	46.85421535
3.01986925	23.89688796
37.98733292	48.23410022
34.57782204	40.46366912
15.15784673	25.08177684
45.30329019	41.52936908
10.0758825	38.20160654
1.317177063	1.526928922
4.381161874	44.26102754
2.006717669	44.55370424
1.618891212	17.5492417
42.24773802	33.13634745
26.75013222	35.89311239
2.645213479	4.575146013
25.59102453	32.13452669
11.09148156	3.805419119
44.24358601	25.31866209
23.06668358	38.70048593
47.03157414	29.29738606
17.30216002	28.20586863
29.82593195	28.68874724
38.34690832	36.49930251
46.58441834	15.00819785
40.997845	13.86535674
44.94949451	7.852780527
25.82837449	45.59075196
42.17594353	6.655279939
40.72898302	48.75900815
46.63771844	3.088506754
13.77907164	1.225531932
31.49526438	15.37946398
29.09503973	36.53671741
41.26788682	42.52535525
42.12562714	10.04184716
4.32170973	6.959832958
8.273531963	2.707189859
6.150350895	44.30747291
17.78018798	46.24239584
26.64623044	34.100356
40.2328574	8.542342812
14.57741278	34.84159074
39.98684142	9.583151127
38.31982273	9.700300856
42.19239938	20.73158632
48.90351114	19.82019116
8.904844796	17.4334446
36.26024047	12.99966359
